year,make,model,body_style,image_src
2011,Acura,MDX,"[""SUV""]",https://media.ed.edmunds-media.com/acura/mdx/2011/oem/2011_acura_mdx_4dr-suv_base_fq_oem_1_500.jpg
2011,Acura,RDX,"[""SUV""]",https://media.ed.edmunds-media.com/acura/rdx/2011/oem/2011_acura_rdx_4dr-suv_base_fq_oem_2_500.jpg
2011,Acura,RL,"[""Sedan""]",https://media.ed.edmunds-media.com/acura/rl/2011/oem/2011_acura_rl_sedan_technology-package_fq_oem_5_500.jpg
2011,Acura,TL,"[""Sedan""]",https://media.ed.edmunds-media.com/acura/tl/2010/oem/2010_acura_tl_sedan_base_fq_oem_2_500.jpg
2011,Acura,TSX,"[""Sedan"", ""Wagon""]",https://static.ed.edmunds-media.com/unversioned/img/e17/no-vehicle-img-transparent.png
2011,Acura,ZDX,"[""SUV""]",https://media.ed.edmunds-media.com/acura/zdx/2011/oem/2011_acura_zdx_4dr-hatchback_base_fq_oem_2_500.jpg
2011,Aston Martin,DB9,"[""Convertible"", ""Coupe""]",https://media.ed.edmunds-media.com/astonmartin/db9/2011/oem/2011_astonmartin_db9_convertible_volante_fq_oem_2_500.jpg
2011,Aston Martin,DBS,"[""Coupe"", ""Convertible""]",https://media.ed.edmunds-media.com/aston-martin/dbs/2011/evox/2011_aston-martin_dbs_convertible_volante_tds2_evox_4_500.jpg
2011,Aston Martin,Rapide,"[""Sedan""]",https://media.ed.edmunds-media.com/astonmartin/rapide/2011/oem/2011_astonmartin_rapide_sedan_base_fq_oem_1_500.jpg
2011,Aston Martin,Vantage,"[""Coupe"", ""Convertible""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
2011,Audi,A3,"[""Wagon""]",https://media.ed.edmunds-media.com/audi/a3/2011/oem/2011_audi_a3_wagon_20-tdi-premium_fq_oem_1_500.jpg
2011,Audi,A4,"[""Sedan"", ""Wagon""]",https://media.ed.edmunds-media.com/audi/a4/2011/oem/2011_audi_a4_sedan_20t-premium-quattro_fq_oem_2_500.jpg
2011,Audi,A5,"[""Coupe"", ""Convertible""]",https://media.ed.edmunds-media.com/audi/a5/2011/oem/2011_audi_a5_coupe_20t-premium-quattro_fq_oem_2_500.jpg
2011,Audi,A6,"[""Sedan"", ""Wagon""]",https://media.ed.edmunds-media.com/audi/a6/2011/oem/2011_audi_a6_sedan_30t-premium-quattro_fq_oem_2_500.jpg
