year,make,model,body_style,image_src
2005,Acura,MDX,"[""SUV""]",https://media.ed.edmunds-media.com/acura/mdx/2004/oem/2004_acura_mdx_4dr-suv_touring_fq_oem_2_500.jpg
2005,Acura,NSX,"[""Coupe""]",https://media.ed.edmunds-media.com/acura/nsx/2005/oem/2005_acura_nsx_coupe_base_fq_oem_1_500.jpg
2005,Acura,RL,"[""Sedan""]",https://media.ed.edmunds-media.com/acura/rl/2005/oem/2005_acura_rl_sedan_35_fq_oem_3_500.jpg
2005,Acura,RSX,"[""Coupe""]",https://media.ed.edmunds-media.com/acura/rsx/2005/evox/2005_acura_rsx_2dr-hatchback_base_tds2_evox_3_500.jpg
2005,Acura,TL,"[""Sedan""]",https://media.ed.edmunds-media.com/acura/tl/2004/oem/2004_acura_tl_sedan_base_fq_oem_3_500.jpg
2005,Acura,TSX,"[""Sedan""]",https://media.ed.edmunds-media.com/acura/tsx/2004/oem/2004_acura_tsx_sedan_base_s_oem_2_500.jpg
2005,Aston Martin,DB9,"[""Convertible"", ""Coupe""]",https://media.ed.edmunds-media.com/astonmartin/db9/2005/oem/2005_astonmartin_db9_coupe_base_fq_oem_3_500.jpg
2005,Aston Martin,Vanquish S,"[""Coupe""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
2005,Audi,A4,"[""Convertible"", ""Wagon"", ""Sedan""]",https://media.ed.edmunds-media.com/audi/a4/2002/oem/2002_audi_a4_sedan_30-quattro_fq_oem_1_500.jpg
2005,Audi,A4 (2005.5),"[""Sedan"", ""Wagon""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
2005,Audi,A6,"[""Sedan""]",https://media.ed.edmunds-media.com/audi/a6/2005/oem/2005_audi_a6_sedan_32-quattro_fq_oem_2_500.jpg
2005,Audi,A8,"[""Sedan""]",https://media.ed.edmunds-media.com/audi/a8/2005/oem/2005_audi_a8_sedan_l-w12_fq_oem_2_500.jpg
2005,Audi,allroad,"[""Wagon""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
2005,Audi,S4,"[""Convertible"", ""Wagon"", ""Sedan""]",https://media.ed.edmunds-media.com/audi/s4/2004/oem/2004_audi_s4_convertible_quattro_fq_oem_1_500.jpg
2005,Audi,S4 (2005.5),"[""Sedan"", ""Wagon""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
2005,Audi,TT,"[""Coupe"", ""Convertible""]",https://media.ed.edmunds-media.com/audi/tt/2005/oem/2005_audi_tt_2dr-hatchback_180hp_fq_oem_1_500.jpg
2005,Bentley,Arnage,"[""Sedan""]",https://media.ed.edmunds-media.com/bentley/arnage/2005/oem/2005_bentley_arnage_sedan_r_s_oem_1_500.jpg
2005,Bentley,Continental,"[""Coupe"", ""Sedan""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
2005,BMW,3 Series,"[""Sedan"", ""Coupe"", ""Convertible"", ""Wagon""]",https://media.ed.edmunds-media.com/bmw/3-series/2003/oem/2003_bmw_3-series_sedan_330i_fq_oem_1_500.jpg
2005,BMW,5 Series,"[""Sedan""]",https://media.ed.edmunds-media.com/bmw/5-series/2004/oem/2004_bmw_5-series_sedan_525i_fq_oem_1_500.jpg
2005,BMW,6 Series,"[""Coupe"", ""Convertible""]",https://media.ed.edmunds-media.com/bmw/6-series/2004/oem/2004_bmw_6-series_convertible_645ci_fq_oem_2_500.jpg
2005,BMW,7 Series,"[""Sedan""]",https://media.ed.edmunds-media.com/bmw/7-series/2004/oem/2004_bmw_7-series_sedan_745i_fq_oem_1_500.jpg
2005,BMW,M3,"[""Coupe"", ""Convertible""]",https://media.ed.edmunds-media.com/bmw/m3/2005/oem/2005_bmw_m3_coupe_base_fq_oem_5_500.jpg
2005,BMW,X3,"[""SUV""]",https://media.ed.edmunds-media.com/bmw/x3/2004/oem/2004_bmw_x3_4dr-suv_30i_fq_oem_3_500.jpg
2005,BMW,X5,"[""SUV""]",https://media.ed.edmunds-media.com/bmw/x5/2004/oem/2004_bmw_x5_4dr-suv_44i_fq_oem_1_500.jpg
2005,BMW,Z4,"[""Convertible""]",https://media.ed.edmunds-media.com/bmw/z4/2004/oem/2004_bmw_z4_convertible_30i_s_oem_1_500.jpg
2005,Buick,Century,"[""Sedan""]",https://media.ed.edmunds-media.com/buick/century/2003/oem/2003_buick_century_sedan_base_fq_oem_1_500.jpg
2005,Buick,LaCrosse,"[""Sedan""]",https://media.ed.edmunds-media.com/buick/lacrosse/2005/oem/2005_buick_lacrosse_sedan_cxs_fq_oem_1_500.jpg
2005,Buick,LeSabre,"[""Sedan""]",https://media.ed.edmunds-media.com/buick/lesabre/2000/oem/2000_buick_lesabre_sedan_limited_fq_oem_4_500.jpg
2005,Buick,Park Avenue,"[""Sedan""]",https://media.ed.edmunds-media.com/buick/park-avenue/2003/oem/2003_buick_park-avenue_sedan_ultra_fq_oem_1_500.jpg
2005,Buick,Rainier,"[""SUV""]",https://media.ed.edmunds-media.com/buick/rainier/2004/oem/2004_buick_rainier_4dr-suv_cxl_fq_oem_1_500.jpg
