year,make,model,body_style,image_src
1994,Acura,Integra,"[""Hatchback"", ""Sedan""]",https://media.ed.edmunds-media.com/acura/integra/1994/oem/1994_acura_integra_2dr-hatchback_gs-r_fq_oem_1_500.jpg
1994,Acura,Legend,"[""Coupe"", ""Sedan""]",https://media.ed.edmunds-media.com/acura/legend/1994/oem/1994_acura_legend_sedan_gs_fq_oem_1_500.jpg
1994,Acura,NSX,"[""Coupe""]",https://media.ed.edmunds-media.com/acura/nsx/1991/oem/1991_acura_nsx_coupe_base_fq_oem_2_500.jpg
1994,Acura,Vigor,"[""Sedan""]",https://media.ed.edmunds-media.com/acura/vigor/1992/oem/1992_acura_vigor_sedan_gs_s_oem_2_500.jpg
1994,Alfa Romeo,164,"[""Sedan""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
1994,Alfa Romeo,Spider,"[""Convertible""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
1994,Audi,100,"[""Wagon"", ""Sedan""]",https://media.ed.edmunds-media.com/audi/100/1993/oem/1993_audi_100_sedan_cs_fq_oem_1_500.jpg
1994,Audi,90,"[""Sedan""]",https://media.ed.edmunds-media.com/audi/90/1993/oem/1993_audi_90_sedan_cs-quattro_fq_oem_1_500.jpg
1994,Audi,Cabriolet,"[""Convertible""]",https://media.ed.edmunds-media.com/audi/cabriolet/1994/oem/1994_audi_cabriolet_convertible_base_s_oem_1_500.jpg
1994,Audi,Quattro,"[""Sedan""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
1994,Audi,S4,"[""Sedan""]",https://media.ed.edmunds-media.com/audi/s4/1993/oem/1993_audi_s4_sedan_quattro_fq_oem_2_500.jpg
1994,BMW,3 Series,"[""Sedan"", ""Coupe"", ""Convertible""]",https://media.ed.edmunds-media.com/bmw/3-series/1992/oem/1992_bmw_3-series_sedan_325i_s_oem_1_500.jpg
1994,BMW,5 Series,"[""Sedan"", ""Wagon""]",https://media.ed.edmunds-media.com/bmw/5-series/1995/oem/1995_bmw_5-series_wagon_525i_fq_oem_1_500.jpg
1994,BMW,7 Series,"[""Sedan""]",https://media.ed.edmunds-media.com/bmw/7-series/1991/oem/1991_bmw_7-series_sedan_735i_fq_oem_1_500.jpg
1994,BMW,8 Series,"[""Coupe""]",https://media.ed.edmunds-media.com/bmw/8-series/1994/oem/1994_bmw_8-series_coupe_850ci_fq_oem_1_500.jpg
1994,Buick,Century,"[""Sedan"", ""Wagon""]",https://media.ed.edmunds-media.com/buick/century/1994/oem/1994_buick_century_sedan_custom_fq_oem_1_500.jpg
1994,Buick,LeSabre,"[""Sedan""]",https://media.ed.edmunds-media.com/buick/lesabre/1994/oem/1994_buick_lesabre_sedan_limited_fq_oem_1_500.jpg
1994,Buick,Park Avenue,"[""Sedan""]",https://media.ed.edmunds-media.com/buick/park-avenue/1994/oem/1994_buick_park-avenue_sedan_base_fq_oem_1_500.jpg
1994,Buick,Regal,"[""Sedan"", ""Coupe""]",https://media.ed.edmunds-media.com/buick/regal/1994/oem/1994_buick_regal_coupe_gran-sport_fq_oem_1_500.jpg
1994,Buick,Roadmaster,"[""Sedan"", ""Wagon""]",https://media.ed.edmunds-media.com/buick/roadmaster/1994/oem/1994_buick_roadmaster_sedan_limited_fq_oem_1_500.jpg
1994,Buick,Skylark,"[""Sedan"", ""Coupe""]",https://media.ed.edmunds-media.com/buick/skylark/1994/oem/1994_buick_skylark_coupe_gran-sport_fq_oem_1_500.jpg
1994,Cadillac,DeVille,"[""Sedan""]",https://media.ed.edmunds-media.com/cadillac/deville/1994/oem/1994_cadillac_deville_sedan_concours_fq_oem_1_500.jpg
1994,Cadillac,Eldorado,"[""Coupe""]",https://media.ed.edmunds-media.com/cadillac/eldorado/1994/oem/1994_cadillac_eldorado_coupe_base_fq_oem_1_500.jpg
1994,Cadillac,Fleetwood,"[""Sedan""]",https://media.ed.edmunds-media.com/cadillac/fleetwood/1994/oem/1994_cadillac_fleetwood_sedan_base_s_oem_1_500.jpg
1994,Cadillac,Seville,"[""Sedan""]",https://media.ed.edmunds-media.com/cadillac/seville/1996/oem/1996_cadillac_seville_sedan_sts_fq_oem_1_500.jpg
1994,Chevrolet,1500 Extended Cab,"[""Pickup""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
1994,Chevrolet,1500 Regular Cab,"[""Pickup""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
1994,Chevrolet,2500 Extended Cab,"[""Pickup""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
1994,Chevrolet,2500 Regular Cab,"[""Pickup""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
1994,Chevrolet,3500 Crew Cab,"[""Pickup""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
1994,Chevrolet,3500 Extended Cab,"[""Pickup""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
1994,Chevrolet,3500 Regular Cab,"[""Pickup""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
1994,Chevrolet,Astro Cargo,"[""Van/Minivan""]",https://media.ed.edmunds-media.com/chevrolet/astro/1993/oem/1993_chevrolet_astro_passenger-minivan_lt_s_oem_1_500.jpg
1994,Chevrolet,Astro Passenger,"[""Van/Minivan""]",https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png
1994,Chevrolet,Beretta,"[""Coupe""]",https://media.ed.edmunds-media.com/chevrolet/beretta/1995/oem/1995_chevrolet_beretta_coupe_z26_fq_oem_1_500.jpg
1994,Chevrolet,Blazer,"[""SUV""]",https://media.ed.edmunds-media.com/chevrolet/blazer/1994/oem/1994_chevrolet_blazer_2dr-suv_silverado_fq_oem_1_500.jpg
