year,make,model,body_styles,trim_data,image_sources
2012,Acura,MDX,['SUV'],"{'SUV': {'Sport Utility 4D': {'Horsepower': '300 @ 6300 rpm HP', 'Engine': 'V6, VTEC, 3.7 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 7'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2012/2012-Acura-MDX-FrontSide_ATMDX121_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2012,Acura,RDX,['SUV'],"{'SUV': {'Sport Utility 4D': {'Horsepower': '240 @ 6000 rpm HP', 'Engine': '4-Cyl, Turbo, 2.3 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 5'}, 'SH-AWD Sport Utility 4D': {'Horsepower': '240 @ 6000 rpm HP', 'Engine': '4-Cyl, Turbo, 2.3 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2012/2012-Acura-RDX-FrontSide_ATRDX121_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2012,Acura,RL,['Sedan'],"{'Sedan': {'Sedan 4D': {'Horsepower': '300 @ 6300 rpm HP', 'Engine': 'V6, VTEC, 3.7 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2012/2012-Acura-RL-FrontSide_ACRL121_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2012,Acura,TL,['Sedan'],"{'Sedan': {'SH-AWD Sedan 4D': {'Horsepower': '305 @ 6300 rpm HP', 'Engine': 'V6, VTEC, 3.7 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}, 'Sedan 4D': {'Horsepower': '280 @ 6200 rpm HP', 'Engine': 'V6, VTEC, 3.5 Liter', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2012/2012-Acura-TL-FrontSide_ACTL121_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2012,Acura,TSX,"['Wagon', 'Sedan']","{'Sedan': {'Sedan 4D': {'Horsepower': '201 @ 7000 rpm HP', 'Engine': '4-Cyl, VTEC, 2.4 Liter', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 5'}}, 'Wagon': {'Wagon 4D': {'Horsepower': '201 @ 7000 rpm HP', 'Engine': '4-Cyl, VTEC, 2.4 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2012/2012-Acura-TSX-FrontSide_ACTSX121_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2012/2012-Acura-TSX-FrontSide_ACTSXW111_640x480.jpg?interpolation=high-quality&downsize=391:*'}"
2012,Acura,ZDX,['SUV'],"{'SUV': {'Sport Utility 4D': {'Horsepower': '300 @ 6300 rpm HP', 'Engine': 'V6, VTEC, 3.7 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2012/2012-Acura-ZDX-FrontSide_ATZDX121_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2012,Aston Martin,DB9,"['Coupe', 'Convertible']","{'Convertible': {'Volante Luxury Edition Convertible 2D': {'Horsepower': '470 @ 6000 rpm HP', 'Engine': 'V12, 6.0 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 4'}, 'Volante Convertible 2D': {'Horsepower': '470 @ 6000 rpm HP', 'Engine': 'V12, 6.0 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 4'}, 'Volante Sports Edition Convertible 2D': {'Horsepower': '470 @ 6000 rpm HP', 'Engine': 'V12, 6.0 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 4'}}, 'Coupe': {'Luxury Edition Coupe 2D': {'Horsepower': '470 @ 6000 rpm HP', 'Engine': 'V12, 6.0 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 4'}, 'Sports Edition Coupe 2D': {'Horsepower': '470 @ 6000 rpm HP', 'Engine': 'V12, 6.0 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 4'}, 'Coupe 2D': {'Horsepower': '470 @ 6000 rpm HP', 'Engine': 'V12, 6.0 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 4'}}}","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2012/2012-Aston%20Martin-DB9-FrontSide_ARDB9R121_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2012/2012-Aston%20Martin-DB9-FrontSide_ARDB9121_640x480.jpg?interpolation=high-quality&downsize=391:*'}"
2012,Aston Martin,DBS,"['Coupe', 'Convertible']","{'Convertible': {'Volante Convertible 2D': {'Horsepower': '510 @ 6500 rpm HP', 'Engine': 'V12, 6.0 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 4'}, 'Volante Carbon Convertible 2D': {'Horsepower': '510 @ 6500 rpm HP', 'Engine': 'V12, 6.0 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 4'}}, 'Coupe': {'Carbon Coupe 2D': {'Horsepower': '510 @ 6500 rpm HP', 'Engine': 'V12, 6.0 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 4'}, 'Coupe 2D': {'Horsepower': '510 @ 6500 rpm HP', 'Engine': 'V12, 6.0 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 4'}}}","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2012/2012-Aston%20Martin-DBS-FrontSide_ARDBSR121_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2012/2012-Aston%20Martin-DBS-FrontSide_ARDBS121_640x480.jpg?interpolation=high-quality&downsize=391:*'}"
2012,Aston Martin,Rapide,['Sedan'],"{'Sedan': {'Luxe Sedan 4D': {'Horsepower': '470 @ 6000 rpm HP', 'Engine': 'V12, 6.0 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 4'}, 'Sedan 4D': {'Horsepower': '470 @ 6000 rpm HP', 'Engine': 'V12, 6.0 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 4'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2012/2012-Aston%20Martin-Rapide-FrontSide_ARRAPP121_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2012,Aston Martin,Vantage,"['Coupe', 'Convertible']","{'Convertible': {'V8 S Convertible 2D': {'Horsepower': '430 @ 7300 rpm HP', 'Engine': 'V8, 4.7 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 2'}, 'V8 Convertible 2D': {'Horsepower': '420 @ 7300 rpm HP', 'Engine': 'V8, 4.7 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 2'}, 'V8 N420 Convertible 2D': {'Horsepower': '420 @ 7300 rpm HP', 'Engine': 'V8, 4.7 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 2'}}, 'Coupe': {'V8 N420 Coupe 2D': {'Horsepower': '420 @ 7300 rpm HP', 'Engine': 'V8, 4.7 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 2'}, 'V12 Carbon Black Coupe 2D': {'Horsepower': '510 @ 6500 rpm HP', 'Engine': 'V12, 6.0 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 2'}, 'V8 Coupe 2D': {'Horsepower': '420 @ 7300 rpm HP', 'Engine': 'V8, 4.7 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 2'}, 'V8 S Coupe 2D': {'Horsepower': '430 @ 7300 rpm HP', 'Engine': 'V8, 4.7 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 2'}, 'V12 Coupe 2D': {'Horsepower': '510 @ 6500 rpm HP', 'Engine': 'V12, 6.0 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 2'}}}","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2012/2012-Aston%20Martin-Vantage-FrontSide_ARVANV8R121_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2012/2012-Aston%20Martin-Vantage-FrontSide_ARVANV8121_640x480.jpg?interpolation=high-quality&downsize=391:*'}"
2012,Aston Martin,Virage,"['Coupe', 'Convertible']","{'Convertible': {'Volante Convertible 2D': {'Horsepower': '490 @ 6500 rpm HP', 'Engine': 'V12, 6.0 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 4'}}, 'Coupe': {'Coupe 2D': {'Horsepower': '490 @ 6500 rpm HP', 'Engine': 'V12, 6.0 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 4'}}}","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2012/2012-Aston%20Martin-Virage-FrontSide_ARVIRCONV121_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2012/2012-Aston%20Martin-Virage-FrontSide_ARVIR121_640x480.jpg?interpolation=high-quality&downsize=391:*'}"
