year,make,model,body_style(s),trim(s),image_source(s)
1992,Chevrolet,APV Cargo,['Van/Minivan'],"{'Van/Minivan': {'Minivan': {'Horsepower': '120 @ 4400 rpm HP', 'Engine': 'V6, 3.1 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-APV%20Cargo-FrontSide_CTAPV921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,Astro Cargo,['Van/Minivan'],"{'Van/Minivan': {'Extended Minivan': {'Horsepower': '150 @ 4000 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 2'}, 'Minivan': {'Horsepower': '150 @ 4000 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 2'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Astro%20Cargo-FrontSide_CTASC931_505x246.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,Astro Passenger,['Van/Minivan'],"{'Van/Minivan': {'Extended Minivan': {'Horsepower': '150 @ 4000 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 8'}, 'Minivan': {'Horsepower': '150 @ 4000 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 8'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Astro%20Passenger-Side_CTASTEXT922_505x219.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,Beretta,['Coupe'],"{'Coupe': {'GT Coupe 2D': {'Horsepower': '140 @ 4200 rpm HP', 'Engine': 'V6, 3.1 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}, 'GTZ Coupe 2D': {'Horsepower': '140 @ 4200 rpm HP', 'Engine': 'V6, 3.1 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}, 'Coupe 2D': {'Horsepower': '140 @ 4200 rpm HP', 'Engine': 'V6, 3.1 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}}}",{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Beretta-FrontSide_CHBER921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,Blazer,['SUV'],"{'SUV': {'Sport Utility 2D': {'Horsepower': '210 @ 4000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 6'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Blazer-RearSide_CTBLZ923_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,Camaro,"['Hatchback', 'Convertible']","{'Convertible': {'RS Convertible 2D': {'Horsepower': '170 @ 4000 rpm HP', 'Engine': 'V8, 5.0 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 4'}, 'Z28 Convertible 2D': {'Horsepower': '230 @ 4400 rpm HP', 'Engine': 'V8, TPI, 5.0L', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 4'}}, 'Hatchback': {'RS Coupe 2D': {'Horsepower': '170 @ 4000 rpm HP', 'Engine': 'V8, 5.0 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 4'}, 'Z28 Coupe 2D': {'Horsepower': '245 @ 4400 rpm HP', 'Engine': 'V8, TPI, 5.7 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 4'}}}","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Camaro-RearSide_CHCAMRSCNV923_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Camaro-Side_CHCAMRSCPE922_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1992,Chevrolet,Caprice,"['Sedan', 'Wagon']","{'Sedan': {'Classic Sedan 4D': {'Horsepower': '170 @ 4200 rpm HP', 'Engine': 'V8, 5.0 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 6'}, 'Sedan 4D': {'Horsepower': '170 @ 4200 rpm HP', 'Engine': 'V8, 5.0 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 6'}}, 'Wagon': {'Wagon 4D': {'Horsepower': '180 @ 4000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 8'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Caprice-FrontSide_CHCAP921_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Caprice-RearSide_CHCAPWAG923_505x348.jpg?interpolation=high-quality&downsize=391:*'}"
1992,Chevrolet,Cavalier,"['Coupe', 'Sedan', 'Wagon', 'Convertible']","{'Sedan': {'VL Sedan 4D': {'Horsepower': '110 @ 5200 rpm HP', 'Engine': '4-Cyl, 2.2 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, 'RS Sedan 4D': {'Horsepower': '110 @ 5200 rpm HP', 'Engine': '4-Cyl, 2.2 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}}, 'Wagon': {'RS Wagon 4D': {'Horsepower': '110 @ 5200 rpm HP', 'Engine': '4-Cyl, 2.2 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 5'}, 'VL Wagon 4D': {'Horsepower': '110 @ 5200 rpm HP', 'Engine': '4-Cyl, 2.2 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}}, 'Convertible': {'RS Convertible 2D': {'Horsepower': '140 @ 4200 rpm HP', 'Engine': 'V6, 3.1 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 4'}, 'Z24 Convertible 2D': {'Horsepower': '140 @ 4200 rpm HP', 'Engine': 'V6, 3.1 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 4'}}, 'Coupe': {'RS Coupe 2D': {'Horsepower': '110 @ 5200 rpm HP', 'Engine': '4-Cyl, 2.2 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, 'VL Coupe 2D': {'Horsepower': '110 @ 5200 rpm HP', 'Engine': '4-Cyl, 2.2 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, 'Z24 Coupe 2D': {'Horsepower': '140 @ 4200 rpm HP', 'Engine': 'V6, 3.1 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Cavalier-FrontSide_CHCAVRSSED921_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Cavalier-RearSide_CHCAVRSWAG923_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Cavalier-RearSide_CHCAVRSCNV923_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Cavalier-RearSide_CHCAVRSCPE923_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1992,Chevrolet,Corsica,['Sedan'],"{'Sedan': {'LT Sedan 4D': {'Horsepower': '140 @ 4200 rpm HP', 'Engine': 'V6, 3.1 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Corsica-RearSide_CHCOR923_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,Corvette,"['Hatchback', 'Convertible']","{'Convertible': {'Convertible 2D': {'Horsepower': '300 @ 5000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}}, 'Hatchback': {'ZR1 Hatchback Coupe 2D': {'Horsepower': '375 @ 5800 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}, 'Hatchback Coupe 2D': {'Horsepower': '300 @ 5000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}}}","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Corvette-RearSide_CHCVTCNV923_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Corvette-FrontSide_CHCVTCPE921_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1992,Chevrolet,G-Series G10,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '150 @ 4000 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 2'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-G-Series%20G10-RearSide_CTVAN923_505x347.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,G-Series G20,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '150 @ 4000 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 2'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-G-Series%20G20-RearSide_CTVAN923_505x347.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,G-Series G30,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '150 @ 4000 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 2'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-G-Series%20G30-RearSide_CTVAN923_505x347.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,Lumina,"['Sedan', 'Coupe']","{'Sedan': {'Euro Sedan 4D': {'Horsepower': '140 @ 4400 rpm HP', 'Engine': 'V6, 3.1 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 6'}, 'Sedan 4D': {'Horsepower': '140 @ 4400 rpm HP', 'Engine': 'V6, 3.1 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 6'}}, 'Coupe': {'Euro Coupe 2D': {'Horsepower': '140 @ 4400 rpm HP', 'Engine': 'V6, 3.1 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 6'}, 'Coupe 2D': {'Horsepower': '140 @ 4400 rpm HP', 'Engine': 'V6, 3.1 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 6'}, 'Z34 Coupe 2D': {'Horsepower': '210 @ 5000 rpm HP', 'Engine': 'V6, 3.4 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Lumina-RearSide_CHLUMSED923_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Lumina-FrontSide_CHLUMCPE921_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1992,Chevrolet,Lumina APV,['Van/Minivan'],"{'Van/Minivan': {'Minivan': {'Horsepower': '120 @ 4400 rpm HP', 'Engine': 'V6, 3.1 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 7'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Lumina%20APV-FrontSide_CTLUM924_496x370.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,S10 Blazer,['SUV'],"{'SUV': {'Sport Utility 2D': {'Horsepower': '200 @ 4500 rpm HP', 'Engine': 'V6, HO, 4.3 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 4'}, 'Sport Utility 4D': {'Horsepower': '200 @ 4500 rpm HP', 'Engine': 'V6, HO, 4.3 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 6'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-S10%20Blazer-FrontSide_CTSBZ2D921_505x379.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,S10 Extended Cab,['Pickup'],"{'Pickup': {'Short Bed': {'Horsepower': '160 @ 4000 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 5'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-S10%20Extended%20Cab-FrontSide_CTS1E921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,S10 Regular Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '105 @ 4800 rpm HP', 'Engine': '4-Cyl, 2.5 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 3'}, 'EL Short Bed': {'Horsepower': '160 @ 4000 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 3'}, 'Short Bed': {'Horsepower': '160 @ 4000 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 3'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-S10%20Regular%20Cab-RearSide_CTS1R923_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,Sportvan G10,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '170 @ 4000 rpm HP', 'Engine': 'V8, 5.0 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 12'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Sportvan%20G10-FrontSide_CTSVN921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,Sportvan G20,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '190 @ 4000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 12'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Sportvan%20G20-FrontSide_CTSVN921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,Sportvan G30,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '190 @ 4000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 15'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Sportvan%20G30-FrontSide_CTSVN921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,Suburban 1500,['SUV'],"{'SUV': {'Sport Utility': {'Horsepower': '190 @ 4000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '12 MPG', 'Seating': 'Seats 9'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Suburban%201500-FrontSide_CTSUB921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,Suburban 2500,['SUV'],"{'SUV': {'Sport Utility': {'Horsepower': '230 @ 3600 rpm HP', 'Engine': 'V8, 454/7.4 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 9'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-Suburban%202500-FrontSide_CTSUB921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chrysler,Fifth Ave,['Sedan'],"{'Sedan': {'Sedan 4D': {'Horsepower': '147 @ 4800 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '22 MPG', 'Seating': 'Seats 6'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chrysler-Fifth%20Ave-FrontSide_CR5AV921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chrysler,Imperial,['Sedan'],"{'Sedan': {'Sedan 4D': {'Horsepower': '150 @ 4400 rpm HP', 'Engine': 'V6, 3.8 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 6'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chrysler-Imperial-RearSide_CRIMP923_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chrysler,LeBaron,"['Sedan', 'Coupe', 'Convertible']","{'Sedan': {'LX Sedan 4D': {'Horsepower': '141 @ 5000 rpm HP', 'Engine': 'V6, 3.0 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 6'}, 'Landau Sedan 4D': {'Horsepower': '141 @ 5000 rpm HP', 'Engine': 'V6, 3.0 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 6'}, 'Sedan 4D': {'Horsepower': '141 @ 5000 rpm HP', 'Engine': 'V6, 3.0 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 6'}}, 'Convertible': {'LX Convertible 2D': {'Horsepower': '141 @ 5000 rpm HP', 'Engine': 'V6, 3.0 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 4'}, 'Convertible 2D': {'Horsepower': '141 @ 5000 rpm HP', 'Engine': 'V6, 3.0 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 4'}, 'GTC Convertible 2D': {'Horsepower': '141 @ 5000 rpm HP', 'Engine': 'V6, 3.0 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 4'}}, 'Coupe': {'GTC Coupe 2D': {'Horsepower': '141 @ 5000 rpm HP', 'Engine': 'V6, 3.0 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}, 'LX Coupe 2D': {'Horsepower': '141 @ 5000 rpm HP', 'Engine': 'V6, 3.0 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}, 'Coupe 2D': {'Horsepower': '141 @ 5000 rpm HP', 'Engine': 'V6, 3.0 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chrysler-LeBaron-FrontSide_CRLEBSED921_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chrysler-LeBaron-FrontSide_CRLEBLXCNV922_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chrysler-LeBaron-FrontSide_CRLEBGTCCPE921_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1992,Chrysler,New Yorker,['Sedan'],"{'Sedan': {'Salon Sedan 4D': {'Horsepower': '147 @ 4800 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 6'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chrysler-New%20Yorker-FrontSide_CRNEW921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chrysler,Town & Country,['Van/Minivan'],"{'Van/Minivan': {'Minivan': {'Horsepower': '150 @ 4800 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 7'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chrysler-Town%20&%20Country-FrontSide_CVTWN921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Daihatsu,Charade,"['Sedan', 'Hatchback']","{'Sedan': {'SE Sedan 4D': {'Horsepower': '80 @ 6000 rpm HP', 'Engine': '4-Cyl, 1.3 Liter', 'Combined Fuel Economy': '27 MPG', 'Seating': 'Seats 4'}, 'SX Sedan 4D': {'Horsepower': '80 @ 6000 rpm HP', 'Engine': '4-Cyl, 1.3 Liter', 'Combined Fuel Economy': '27 MPG', 'Seating': 'Seats 4'}}, 'Hatchback': {'SE Hatchback 2D': {'Horsepower': '80 @ 6000 rpm HP', 'Engine': '4-Cyl, 1.3 Liter', 'Combined Fuel Economy': '27 MPG', 'Seating': 'Seats 4'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Daihatsu-Charade-FrontSide_DHCHRSED921_505x322.jpg?interpolation=high-quality&downsize=391:*', 'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Daihatsu-Charade-FrontSide_DHCHRHB921_505x345.jpg?interpolation=high-quality&downsize=391:*'}"
1992,Daihatsu,Rocky,['SUV'],"{'SUV': {'SE Sport Utility Convertible 2D': {'Horsepower': '94 @ 5700 rpm HP', 'Engine': '4-Cyl, 1.6 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 4'}, 'SX Sport Utility Hard Top 2D': {'Horsepower': '94 @ 5700 rpm HP', 'Engine': '4-Cyl, 1.6 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 4'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Daihatsu-Rocky-RearSide_DPRKYCNV923_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Dodge,Caravan Cargo,['Van/Minivan'],"{'Van/Minivan': {'Extended Minivan': {'Horsepower': '150 @ 4800 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 2'}, 'Minivan': {'Horsepower': '150 @ 4800 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 2'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Dodge-Caravan%20Cargo-FrontSide_DTCVNCAR921_505x360.jpg?interpolation=high-quality&downsize=391:*'}
1992,Dodge,Caravan Passenger,['Van/Minivan'],"{'Van/Minivan': {'LE Minivan': {'Horsepower': '150 @ 4800 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 7'}, 'ES Minivan': {'Horsepower': '150 @ 4800 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 7'}, 'SE Minivan': {'Horsepower': '150 @ 4800 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 7'}, 'Minivan': {'Horsepower': '150 @ 4800 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 7'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Dodge-Caravan%20Passenger-Side_DTCVN912_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Dodge,Colt,['Hatchback'],"{'Hatchback': {'GL Hatchback 2D': {'Horsepower': '92 @ 6000 rpm HP', 'Engine': '4-Cyl, 1.5 Liter', 'Combined Fuel Economy': '26 MPG', 'Seating': 'Seats 5'}, 'Hatchback 2D': {'Horsepower': '92 @ 6000 rpm HP', 'Engine': '4-Cyl, 1.5 Liter', 'Combined Fuel Economy': '26 MPG', 'Seating': 'Seats 5'}}}",{'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Dodge-Colt-FrontSide_DOCLTGL921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Dodge,D150 Club Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '230 @ 4800 rpm HP', 'Engine': 'V8, 5.2 Liter', 'Combined Fuel Economy': '11 MPG', 'Seating': 'Seats 5'}, 'Short Bed': {'Horsepower': '230 @ 4800 rpm HP', 'Engine': 'V8, 5.2 Liter', 'Combined Fuel Economy': '11 MPG', 'Seating': 'Seats 5'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Dodge-D150%20Club%20Cab-FrontSide_DT250E921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Dodge,D150 Regular Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '230 @ 4800 rpm HP', 'Engine': 'V8, 5.2 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 3'}, 'Short Bed': {'Horsepower': '230 @ 4800 rpm HP', 'Engine': 'V8, 5.2 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 3'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Dodge-D150%20Regular%20Cab-FrontSide_DT150R921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Dodge,D250 Club Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '160 @ 2500 rpm HP', 'Engine': '6-Cyl, Turbo Diesel', 'Combined Fuel Economy': '11 MPG', 'Seating': 'Seats 5'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Dodge-D250%20Club%20Cab-FrontSide_DT250E921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Dodge,D250 Regular Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '160 @ 2500 rpm HP', 'Engine': '6-Cyl, Turbo Diesel', 'Combined Fuel Economy': '11 MPG', 'Seating': 'Seats 3'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Dodge-D250%20Regular%20Cab-FrontSide_DTPURLE911_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Dodge,D350 Club Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '160 @ 2500 rpm HP', 'Engine': '6-Cyl, Turbo Diesel', 'Seating': 'Seats 5'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Dodge-D350%20Club%20Cab-FrontSide_DT350EDR921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Dodge,D350 Regular Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '160 @ 2500 rpm HP', 'Engine': '6-Cyl, Turbo Diesel', 'Seating': 'Seats 3'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Dodge-D350%20Regular%20Cab-FrontSide_DT250R921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Dodge,Dakota Club Cab,['Pickup'],"{'Pickup': {'Pickup': {'Horsepower': '180 @ 4800 rpm HP', 'Engine': 'V6, 3.9 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 6'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Dodge-Dakota%20Club%20Cab-FrontSide_DTDKE922_505x375.jpg?interpolation=high-quality&downsize=391:*'}
