year,make,model,body_style(s),image_source(s)
2005,Acura,MDX,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Acura-MDX-FrontSide_ATMDX051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Acura,NSX,['Coupe'],{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Acura-NSX-FrontSide_ACNSX051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Acura,RL,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Acura-RL-FrontSide_ACRL-051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Acura,RSX,['Coupe'],{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Acura-RSX-FrontSide_ACRSX051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Acura,TL,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Acura-TL-FrontSide_ACTL-051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Acura,TSX,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Acura-TSX-FrontSide_ACTSX051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Aston Martin,DB9,"['Convertible', 'Coupe']","{'Convertible': 'https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png', 'Coupe': 'https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png'}"
2005,Aston Martin,Vanquish S,['Coupe'],{'Coupe': 'https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png'}
2005,Audi,A4,"['Convertible', 'Wagon', 'Sedan']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Audi-A4-FrontSide_AUA4SED051_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Audi-A4-FrontSide_AUA4WAG042_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Audi-A4-FrontSide_AUA4CAB051_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2005,Audi,A4 (2005.5),"['Sedan', 'Wagon']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Audi-A4%20(2005.5)-FrontSide_AUA4SED5051_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Audi-A4%20(2005.5)-FrontSide_AUA4WAG5051_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2005,Audi,A6,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Audi-A6-FrontSide_AUA6SED051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Audi,A8,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Audi-A8-FrontSide_AUA8L051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Audi,allroad,['Wagon'],{'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Audi-allroad-FrontSide_AUALL051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Audi,S4,"['Convertible', 'Wagon', 'Sedan']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Audi-S4-FrontSide_AUS4SED051_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Audi-S4-FrontSide_AUS4WAG051_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Audi-S4-FrontSide_AUS4CAB051_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2005,Audi,S4 (2005.5),"['Sedan', 'Wagon']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Audi-S4%20(2005.5)-FrontSide_AUS4SED5051_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Audi-S4%20(2005.5)-FrontSide_AUS4WAG5051_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2005,Audi,TT,"['Coupe', 'Convertible']","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Audi-TT-FrontSide_AUTTR051_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Audi-TT-Front_AUTT-054_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2005,Bentley,Arnage,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Bentley-Arnage-FrontSide_BYARN051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Bentley,Continental,"['Coupe', 'Sedan']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Bentley-Continental-FrontSide_BYCONSED051_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Bentley-Continental-FrontSide_BYCONGT051_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2005,BMW,3 Series,"['Sedan', 'Coupe', 'Convertible', 'Wagon']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-BMW-3%20Series-FrontSide_BM325XI041_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-BMW-3%20Series-FrontSide_BM325XIT041_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-BMW-3%20Series-FrontSide_BM3CNV042_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-BMW-3%20Series-FrontSide_BM3CPE041_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2005,BMW,5 Series,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-BMW-5%20Series-FrontSide_BM545051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,BMW,6 Series,"['Coupe', 'Convertible']","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-BMW-6%20Series-FrontSide_BM645CNV051_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-BMW-6%20Series-Front_BM645054_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2005,BMW,7 Series,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-BMW-7%20Series-FrontSide_BM7SED051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,BMW,M3,"['Coupe', 'Convertible']","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-BMW-M3-FrontSide_BMM3CNV041_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-BMW-M3-FrontSide_BMM3CPE051_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2005,BMW,X3,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-BMW-X3-FrontSide_BTX3-051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,BMW,X5,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-BMW-X5-FrontSide_BTX544042_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,BMW,Z4,['Convertible'],{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-BMW-Z4-FrontSide_BMZ4051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Buick,Century,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Buick-Century-FrontSide_BUCEN051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Buick,LaCrosse,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Buick-LaCrosse-FrontSide_BULCCX051_505x289.jpg?interpolation=high-quality&downsize=391:*'}
2005,Buick,LeSabre,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Buick-LeSabre-FrontSide_BULES051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Buick,Park Avenue,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Buick-Park%20Avenue-FrontSide_BUPRK051_505x350.jpg?interpolation=high-quality&downsize=391:*'}
2005,Buick,Rainier,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Buick-Rainier-FrontSide_BSRAI051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Buick,Rendezvous,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Buick-Rendezvous-FrontSide_BSRDV051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Buick,Terraza,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Buick-Terraza-FrontSide_BSTERR051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Cadillac,CTS,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Cadillac-CTS-FrontSide_CACTS051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Cadillac,DeVille,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Cadillac-DeVille-FrontSide_CADEV051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Cadillac,Escalade,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Cadillac-Escalade-FrontSide_CSESC051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Cadillac,Escalade ESV,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Cadillac-Escalade%20ESV-FrontSide_CSESCESV051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Cadillac,Escalade EXT,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Cadillac-Escalade%20EXT-RearSide_CSEXT052_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Cadillac,SRX,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Cadillac-SRX-FrontSide_CSSRX051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Cadillac,STS,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Cadillac-STS-FrontSide_CASTS051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Cadillac,XLR,['Convertible'],{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Cadillac-XLR-FrontSide_CAXLR051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Astro Cargo,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Astro%20Cargo-FrontSide_CTAST051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Astro Passenger,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Astro%20Passenger-FrontSide_CTAST051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Avalanche 1500,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Avalanche%201500-FrontSide_CTAV1041_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Avalanche 2500,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Avalanche%202500-FrontSide_CTAV2041_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Aveo,"['Sedan', 'Hatchback']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Aveo-FrontSide_CHAVESED051_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Aveo-RearSide_CHAVEHB052_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2005,Chevrolet,Blazer,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Blazer-FrontSide_CTBLZ2DXTR041_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Cavalier,"['Sedan', 'Coupe']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Cavalier-FrontSide_CHCAVSED051_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Cavalier-FrontSide_CHCAVCPE051_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2005,Chevrolet,Classic,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Classic-FrontSide_CHCLAS041_505x368.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Cobalt,"['Sedan', 'Coupe']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Cobalt-FrontSide_CHCOBSED051_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Cobalt-FrontSide_CHCOBCPE051_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2005,Chevrolet,Colorado Crew Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Colorado%20Crew%20Cab-FrontSide_CTCLC05A_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Colorado Extended Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Colorado%20Extended%20Cab-FrontSide_CTCLE05A_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Colorado Regular Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Colorado%20Regular%20Cab-FrontSide_CTCLR05A_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Corvette,"['Coupe', 'Convertible']","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Corvette-FrontSide_CHCVTCNV051_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Corvette-FrontSide_CHCVT051_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2005,Chevrolet,Equinox,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Equinox-FrontSide_CTEQUIN051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Express 1500 Cargo,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Express%201500%20Cargo-Side_CTEXPCAR031_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Express 1500 Passenger,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Express%201500%20Passenger-FrontSide_CT3XP051_505x364.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Express 2500 Cargo,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Express%202500%20Cargo-Side_CTEXPCAR031_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Express 2500 Passenger,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Express%202500%20Passenger-FrontSide_CT3XP051_505x364.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Express 3500 Cargo,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Express%203500%20Cargo-Side_CTEXPCAR031_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Express 3500 Passenger,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Express%203500%20Passenger-FrontSide_CT3XP051_505x364.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Impala,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Impala-FrontSide_CHIMP051_505x346.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Malibu,"['Sedan', 'Hatchback']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Malibu-FrontSide_CHMAL051_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Malibu-FrontSide_CHMALMAXX051_505x323.jpg?interpolation=high-quality&downsize=391:*'}"
2005,Chevrolet,Monte Carlo,['Coupe'],{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Monte%20Carlo-FrontSide_CHMON051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Silverado 1500 Crew Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Silverado%201500%20Crew%20Cab-FrontSide_CTS1C042_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Silverado 1500 Extended Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Silverado%201500%20Extended%20Cab-FrontSide_CTS1E05A_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Silverado 1500 HD Crew Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Silverado%201500%20HD%20Crew%20Cab-FrontSide_CTS1C042_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Silverado 1500 Regular Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Silverado%201500%20Regular%20Cab-Side_CTS1R043_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Silverado 2500 HD Crew Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Silverado%202500%20HD%20Crew%20Cab-FrontSide_CTS2HC051_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Silverado 2500 HD Extended Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Silverado%202500%20HD%20Extended%20Cab-FrontSide_CT2HE042_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Silverado 2500 HD Regular Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Silverado%202500%20HD%20Regular%20Cab-FrontSide_CTS2R041_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2005,Chevrolet,Silverado 3500 Crew Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2005/2005-Chevrolet-Silverado%203500%20Crew%20Cab-FrontSide_CT3HC041_505x375.jpg?interpolation=high-quality&downsize=391:*'}
