year,make,model,body_style(s),image_source(s)
1996,Acura,Integra,"['Sedan', 'Hatchback']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Acura-Integra-Side_ACINTLSSED961_506x374.jpg?interpolation=high-quality&downsize=391:*', 'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Acura-Integra-FrontSide_ACINTLSCPE962_506x357.jpg?interpolation=high-quality&downsize=391:*'}"
1996,Acura,NSX,"['Coupe', 'Convertible']","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Acura-NSX-FrontSide_ACNSXT962_506x367.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Acura-NSX-Side_ACNSX961_506x366.jpg?interpolation=high-quality&downsize=391:*'}"
1996,Acura,RL,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Acura-RL-FrontSide_ACRL-963_506x375.jpg?interpolation=high-quality&downsize=391:*'}
1996,Acura,SLX,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Acura-SLX-FrontSide_ATSLX961_506x374.jpg?interpolation=high-quality&downsize=391:*'}
1996,Acura,TL,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Acura-TL-FrontSide_ACTL25962_506x346.jpg?interpolation=high-quality&downsize=391:*'}
1996,Audi,A4,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Audi-A4-FrontSide_AUA4-961_506x348.jpg?interpolation=high-quality&downsize=391:*'}
1996,Audi,A6,"['Sedan', 'Wagon']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Audi-A6-FrontSide_AUA6-962_506x358.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Audi-A6-FrontSide_AUA6WAG961_506x351.jpg?interpolation=high-quality&downsize=391:*'}"
1996,Audi,Cabriolet,['Convertible'],{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Audi-Cabriolet-FrontSide_AUCAB961_506x364.jpg?interpolation=high-quality&downsize=391:*'}
1996,BMW,3 Series,"['Hatchback', 'Coupe', 'Sedan', 'Convertible']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-BMW-3%20Series-FrontSide_BM318962_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-BMW-3%20Series-FrontSide_BM318CONV963_506x344.jpg?interpolation=high-quality&downsize=391:*', 'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-BMW-3%20Series-FrontSide_BM318TI961_506x355.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-BMW-3%20Series-FrontSide_BM318CPE964_506x350.jpg?interpolation=high-quality&downsize=391:*'}"
1996,BMW,7 Series,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-BMW-7%20Series-FrontSide_BM740961_506x374.jpg?interpolation=high-quality&downsize=391:*'}
1996,BMW,8 Series,['Coupe'],{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-BMW-8%20Series-FrontSide_BM840961_506x365.jpg?interpolation=high-quality&downsize=391:*'}
1996,BMW,M3,['Coupe'],{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-BMW-M3-FrontSide_BMM3-961_506x375.jpg?interpolation=high-quality&downsize=391:*'}
1996,BMW,Z3,['Convertible'],{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-BMW-Z3-FrontSide_BMZ3-961_505x365.jpg?interpolation=high-quality&downsize=391:*'}
1996,Buick,Century,"['Wagon', 'Sedan']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Buick-Century-FrontSide_BUCNT962_506x335.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Buick-Century-FrontSide_BUCNTWAG961_506x335.jpg?interpolation=high-quality&downsize=391:*'}"
1996,Buick,LeSabre,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Buick-LeSabre-FrontSide_BULES961_506x335.jpg?interpolation=high-quality&downsize=391:*'}
1996,Buick,Park Avenue,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Buick-Park%20Avenue-FrontSide_BUPRK961_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1996,Buick,Regal,"['Coupe', 'Sedan']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Buick-Regal-Front_BURGL952_375x251.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Buick-Regal-FrontSide_BURGL961_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1996,Buick,Riviera,['Coupe'],{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Buick-Riviera-FrontSide_BURIV961_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1996,Buick,Roadmaster,"['Sedan', 'Wagon']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Buick-Roadmaster-FrontSide_BURDMLTD962_506x336.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Buick-Roadmaster-FrontSide_BURDM961_506x332.jpg?interpolation=high-quality&downsize=391:*'}"
