year,make,model,body_style(s),image_source(s)
1993,Acura,Integra,"['Hatchback', 'Sedan']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Acura-Integra-RearSide_ACINTSEDLS923_505x368.jpg?interpolation=high-quality&downsize=391:*', 'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Acura-Integra-FrontSide_ACINTCPE931_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1993,Acura,Legend,"['Sedan', 'Coupe']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Acura-Legend-FrontSide_ACLEGSED931_505x368.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Acura-Legend-FrontSide_ACLEGLCPE931_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1993,Acura,NSX,['Coupe'],{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Acura-NSX-FrontSide_ACNSX931_505x318.jpg?interpolation=high-quality&downsize=391:*'}
1993,Acura,Vigor,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Acura-Vigor-Side_ACVIG932_505x269.jpg?interpolation=high-quality&downsize=391:*'}
1993,Alfa Romeo,164,['Sedan'],{'Sedan': 'https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png'}
1993,Alfa Romeo,Spider,['Convertible'],{'Convertible': 'https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png'}
1993,Audi,100,"['Sedan', 'Wagon']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Audi-100-FrontSide_AU100931_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Audi-100-FrontSide_AU100CSQWAG935_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1993,Audi,90,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Audi-90-FrontSide_AU90S-931_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1993,Audi,Quattro,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Audi-Quattro-FrontSide_AUQTR931_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1993,Audi,S4,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Audi-S4-FrontSide_AUS4-931_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1993,BMW,3 Series,"['Sedan', 'Coupe', 'Convertible']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-BMW-3%20Series-FrontSide_BM318I931_505x318.jpg?interpolation=high-quality&downsize=391:*', 'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-BMW-3%20Series-FrontSide_BM325CNV931_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-BMW-3%20Series-RearSide_BM318IS933_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1993,BMW,5 Series,"['Wagon', 'Sedan']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-BMW-5%20Series-FrontSide_BM525ISED931_505x363.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-BMW-5%20Series-FrontSide_BM525IWAG931_505x269.jpg?interpolation=high-quality&downsize=391:*'}"
1993,BMW,7 Series,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-BMW-7%20Series-FrontSide_BM7931_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1993,BMW,8 Series,['Coupe'],{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-BMW-8%20Series-FrontSide_BM850931_505x374.jpg?interpolation=high-quality&downsize=391:*'}
1993,BMW,M5,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-BMW-M5-FrontSide_BMM5921_505x275.jpg?interpolation=high-quality&downsize=391:*'}
1993,Buick,Century,"['Sedan', 'Wagon', 'Coupe']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Buick-Century-Front_BUCNT943_375x241.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Buick-Century-FrontSide_BUCNTSPWAG932_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Buick-Century-FrontSide_BUCNTCSTCPE933_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1993,Buick,LeSabre,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Buick-LeSabre-FrontSide_BULES932_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1993,Buick,Park Avenue,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Buick-Park%20Avenue-FrontSide_BUPRK931_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1993,Buick,Regal,"['Sedan', 'Coupe']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Buick-Regal-FrontSide_BUREGCSTSED921_505x355.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Buick-Regal-FrontSide_BURGLLTDCPE932_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1993,Buick,Riviera,['Coupe'],{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Buick-Riviera-FrontSide_BURIV931_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1993,Buick,Roadmaster,"['Sedan', 'Wagon']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Buick-Roadmaster-FrontSide_BURDM931_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Buick-Roadmaster-FrontSide_BURDMWAG933_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1993,Buick,Skylark,"['Sedan', 'Coupe']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Buick-Skylark-FrontSide_BUSKYCSTSED931_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Buick-Skylark-FrontSide_BUSKYCPE921_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1993,Cadillac,Allante,['Convertible'],{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Cadillac-Allante-FrontSide_CAALL932_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1993,Cadillac,DeVille,"['Coupe', 'Sedan']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Cadillac-DeVille-FrontSide_CADEV931_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1993/1993-Cadillac-DeVille-FrontSide_CADEVCPE921_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
