year,make,model,body_style(s),image_source(s)
2016,Acura,ILX,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Acura-ILX-FrontSide_ACILXTP161_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2016,Acura,MDX,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Acura-MDX-FrontSide_ATMDX161_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2016,Acura,RDX,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Acura-RDX-FrontSide_ATRDXX1601_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2016,Acura,RLX,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Acura-RLX-FrontSide_ACRLX161_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2016,Acura,RLX Sport Hybrid,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Acura-RLX%20Sport%20Hybrid-FrontSide_ACRLXSH1601_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2016,Acura,TLX,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Acura-TLX-FrontSide_ACTLX1601_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2016,Alfa Romeo,4C,['Coupe'],{'Coupe': 'https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png'}
2016,Alfa Romeo,4C Spider,['Convertible'],{'Convertible': 'https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png'}
2016,Aston Martin,DB9 GT,"['Coupe', 'Convertible']","{'Convertible': 'https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png', 'Coupe': 'https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png'}"
2016,Aston Martin,Rapide S,['Sedan'],{'Sedan': 'https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png'}
2016,Aston Martin,Vanquish,"['Coupe', 'Convertible']","{'Convertible': 'https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png', 'Coupe': 'https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png'}"
2016,Aston Martin,Vantage,"['Coupe', 'Convertible']","{'Convertible': 'https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png', 'Coupe': 'https://www.autotechemporium.com/frontend/assets/images/placeholder/inventory-full-placeholder.png'}"
2016,Audi,A3,"['Sedan', 'Convertible']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Audi-A3-FrontSide_AUA31601_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Audi-A3-FrontSide_AUA3R1601_640x480.jpg?interpolation=high-quality&downsize=391:*'}"
2016,Audi,A3 Sportback e-tron,['Wagon'],{'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Audi-A3%20Sportback%20e-tron-FrontSide_AUA3ET1601_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2016,Audi,A4,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Audi-A4-FrontSide_AUA4SED1601_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2016,Audi,A5,"['Coupe', 'Convertible']","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Audi-A5-FrontSide_AUA5CAB1601_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Audi-A5-FrontSide_AUA51601_640x480.jpg?interpolation=high-quality&downsize=391:*'}"
2016,Audi,A6,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Audi-A6-FrontSide_AUA6161_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2016,Audi,A7,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Audi-A7-FrontSide_AUA7161_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2016,Audi,A8,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Audi-A8-FrontSide_AUA81601_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2016,Audi,allroad,['Wagon'],{'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/evox/StJ/10617/2016-Audi-allroad-front-angle3_10617_089_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2016,Audi,Q3,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Audi-Q3-FrontSide_AQQ31601_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2016,Audi,Q5,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Audi-Q5-FrontSide_AQQ51601_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2016,Audi,RS 7,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Audi-RS%207-FrontSide_AURS7161_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2016,Audi,S3,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Audi-S3-FrontSide_AUS31601_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2016,Audi,S4,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2016/2016-Audi-S4-FrontSide_AUS41601_640x480.jpg?interpolation=high-quality&downsize=391:*'}
