year,make,model,body_style(s),image_source(s)
2001,Acura,CL,['Coupe'],{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Acura-CL-FrontSide_ACCL-011_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2001,Acura,Integra,"['Hatchback', 'Sedan']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Acura-Integra-RearSide_ACINT013_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Acura-Integra-FrontSide_ACINTCPE015_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2001,Acura,MDX,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Acura-MDX-FrontSide_ATMDX011_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2001,Acura,NSX,"['Coupe', 'Convertible']","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Acura-NSX-FrontSide_ACNSXT015_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Acura-NSX-RearSide_ACNSX013_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2001,Acura,RL,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Acura-RL-RearSide_ACRL-013_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2001,Acura,TL,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Acura-TL-FrontSide_ACTL-011_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2001,Audi,A4,"['Sedan', 'Wagon']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Audi-A4-FrontSide_AUA4SED017_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Audi-A4-RearSide_AUA4WAG01C_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2001,Audi,A6,"['Wagon', 'Sedan']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Audi-A6-FrontSide_AUA6SED011_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Audi-A6-FrontSide_AUA6WAG014_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2001,Audi,A8,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Audi-A8-Side_AUA8-012_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2001,Audi,allroad,['Wagon'],{'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Audi-allroad-FrontSide_AUALL011_505x375.jpg?interpolation=high-quality&downsize=391:*'}
